stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,4.09,0,0,0,0,0,0,0,0,0,16.35,8.17,0,20.43,0,0,0,0,12.26,416.81,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,3.21,0,2.14,0,1.07,0,0,0,0,0,0,0,0,1.07,14.98,2.14,20.33,0,0,1.07,0,147.63,98.42,1.07,0,0,11.77,0,0,23.54,10.7,7.49,3.21,0,0,0
21Day,0,0,0,5.35,0,2.68,0,0,0,0,1.34,0,0,1.34,1.34,2.68,0,9.37,0,0,1.34,0,32.12,26.77,2.68,0,0,9.37,4.02,0,5.35,16.06,26.77,0,0,0,1.34
3Month,0,0.64,0.64,37.75,0,0,0.64,1.28,2.88,0,18.56,4.16,0.96,5.44,2.24,5.12,0.96,4.48,0.96,0.32,0.96,1.28,5.76,0.96,2.56,0,0,0.32,3.2,28.48,0.32,0.32,0,1.6,2.24,248.28,1.92
22Month,0,0.55,0,8.75,0.55,0,0.55,1.64,2.73,1.64,53.57,1.09,0.55,3.83,1.09,0,1.64,4.37,0,1.09,0,0,1.09,0.55,1.64,0.55,0.55,0.55,3.28,6.56,0,6.01,0,0.55,0,1.09,2.19
