stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,12.26,0,73.56,0,0,0,0,0,0,49.04,0,0,0,0,77.64,36.78,16.35,28.6,0,0,0,0,4.09,130.76,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,2.14,3.21,0,65.26,14.98,13.91,0,0,0,0,0,0,0,2.14,0,34.23,86.65,0,12.84,0,4.28,0,0,71.68,47.07,9.63,0,4.28,0,0,7.49,0,0,0,0,0
21Day,4.02,0,1.34,203.46,9.37,5.35,0,5.35,0,0,0,1.34,0,6.69,1.34,9.37,87,1.34,8.03,0,0,6.69,0,24.09,20.08,10.71,0,4.02,6.69,0,1.34,4.02,1.34,0,0,0
3Month,0,0.32,1.92,87.67,0,0,0.32,8.96,1.6,0,0,31.99,1.6,0.32,5.76,47.03,16.32,1.92,2.56,0.64,0,13.44,1.28,2.88,0.64,8.64,0.32,0,0.96,8.32,0.32,0,0,1.28,63.35,2.24
22Month,0,1.09,0.55,46.47,0,0,1.64,4.37,3.28,1.09,0,54.12,0,0,8.2,8.2,5.47,2.73,4.92,0,5.47,8.75,0.55,1.64,0,12.03,0,0,1.09,1.64,0,0,0,0,0,1.09
