stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_pigment_epithelial_cell
24hpf,212.49,245.18,0,1777.59,12.26,4.09,0,8.17,175253.63,0,4.09,8.17,159.37,539.41,290.13,690.6,8.17,976.65,8487.46,4.09,110.33,0,0,4.09
72hpf,0,0,0,23.54,0,0,1.07,0,11.77,0,1.07,0,0,1.07,0,0,0,4.28,1.07,0,1.07,0,0,0
21Day,0,0,0,1.34,0,0,0,1.34,0,0,1.34,0,0,0,0,2.68,0,0,0,0,0,2.68,1.34,0
3Month,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0.32,0
22Month,0,0,0,0,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,2.73,0
