stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,854.06,298.31,0,1941.04,110.33,4.09,0,0,0,0,0,16.35,4.09,0,0,4.09,49.04,89.9,57.21,2071.81,0,0,4.09,8.17,224.75,3371.28,4.09,0,192.06,0,0,0,0,0,0,36.78,0,0,0
72hpf,3637.29,603.36,0,1264.49,525.27,142.28,0,6.42,1.07,1.07,1.07,2.14,2.14,0,18.19,0,160.47,1739.48,35.3,6301.07,0,5.35,115.54,5.35,1679.57,2354.61,11.77,16.05,6709.73,28.88,0,0,596.94,5.35,11.77,120.89,0,0,0
21Day,2266.14,44.17,2.68,1215.39,87,99.05,0,8.03,5.35,9.37,0,0,4.02,2.68,32.12,9.37,80.31,509.98,29.45,1353.26,0,1.34,124.48,0,238.26,736.19,1.34,5.35,1025.32,80.31,0,2.68,195.43,9.37,50.86,12.05,2.68,0,21.42
3Month,8.64,146.22,4.8,1059.99,26.24,0,2.88,1.28,33.27,12.8,0.96,0,44.79,29.44,2.56,33.27,130.22,191.65,21.12,81.27,55.03,0.64,31.99,6.4,29.76,17.6,7.36,1.92,5.12,10.24,0.32,111.66,30.4,0,0,6.08,91.19,200.93,8.96
22Month,7.65,172.74,6.56,511.67,43.73,0,3.28,0.55,13.67,15.85,352.05,0,139.4,9.84,1.09,48.11,44.28,84.18,13.12,48.65,12.03,7.11,28.43,0,10.93,7.11,6.56,2.19,0.55,1.09,0,11.48,57.95,1.09,0,3.83,14.21,0,5.47
