stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,5.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,4.02,4.02,0,1.34,0,0,0,4.02,306.52,2.68,0,0,0,0,0,0,0,0,0,5.35,1.34,0,0,0,0,0,0,0,1.34,0,0,0,9.37
3Month,0.96,3.2,4.8,54.39,0,1.28,1.92,17.28,151.34,0.64,154.86,5987.85,0.64,44.79,8,15.36,44.47,29.12,8.96,0.32,14.72,10.24,2.56,0,3.2,2.88,2.24,10.88,24.96,11.84,3.84,0.32,0.32,24,32.31,23.68
22Month,0,7.11,1.64,9.29,0,2.73,0,2.73,31.16,3.28,70.52,2547.96,1.09,5.47,0.55,3.28,13.67,9.29,0,4.37,3.83,0.55,0,0,0,2.73,0.55,0.55,2.73,2.19,1.64,1.09,0,0,0,9.84
