stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,1.07,0,0,0,2.14,0,0,0,0,0,0,0,0,0,4.28,0,7.49,0,0,0,0,161.54,12.84,0,2.14,6.42,0,0,18.19,0,2.14,0,0,0
21Day,0,1.34,0,1.34,2.68,0,0,0,0,0,0,2.68,0,0,2.68,1.34,16.06,0,0,0,0,87,10.71,1.34,2.68,1.34,5.35,0,10.71,0,0,0,0,2.68
3Month,0,0.64,0,9.92,0,0.32,0.32,3.52,0,10.88,2.88,0,4.16,1.28,1.6,1.92,5.44,0.64,0.32,0.32,0.32,0,0.32,0.96,0,0,1.28,1.92,0.32,0,0,0.64,0.64,2.56
22Month,0,2.19,0.55,4.92,0,1.09,0,7.11,1.64,35.53,1.64,0.55,13.67,0,1.64,3.83,7.65,0,0.55,0.55,0,0.55,0.55,0,0.55,0.55,0,0.55,1.09,1.09,0,0,0,1.64
