stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,8.17,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,3.21,1.07,2.14,0,0,0,0,10.7,12.84,0,0,0,2.14,0,0,1.07,0,1.07,2.14,0,0,0
21Day,0,0,0,13.39,1.34,0,1.34,0,0,0,0,1.34,0,1.34,0,0,14.72,2.68,10.71,0,0,0,0,4.02,1.34,0,0,0,6.69,0,0,0,36.14,203.46,1.34,0,0,0
3Month,0.32,2.56,1.6,47.99,0,3.2,0.64,5.76,8.96,0,0,392.26,8,1.6,28.16,2.56,9.6,10.56,11.2,1.92,1.28,3.2,2.56,2.56,0.64,2.88,0.64,0,0.64,9.28,36.15,0.64,0.64,0,0,1.28,13.44,10.88
22Month,0,11.48,3.28,36.63,0,4.92,1.09,6.01,21.32,14.21,0,596.4,7.65,4.37,49.75,6.01,3.83,23.51,39.91,1.09,23.51,5.47,0,3.28,0,3.83,6.01,1.64,1.09,1.09,13.12,2.73,1.09,0,1.09,0,0,9.29
