stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,1.34,0,0,97.71,1.34,8.03,0,1.34,0,0,0,0,1.34,0,1.34,8.03,13.39,8.03,2.68,0,0,0,0,5.35,0,0,0,0,1.34,0,1.34,0,0,1.34
3Month,0,0.64,0.32,136.3,0.32,0,0,0,2.24,3.84,0,11.52,4.16,0,5.44,7.36,13.12,16,0.32,0.96,0,1.6,1.28,0,0,0,0.32,0.96,0,7.68,0,2.88,3.84,11.52
22Month,0,4.92,0,55.76,0.55,0,4.37,1.09,0.55,6.56,2.19,63.41,2.73,2.73,6.01,0.55,4.92,33.35,4.92,0,2.73,1.09,0.55,0.55,1.09,1.09,1.64,0,0.55,2.73,1.09,0.55,0,4.92
