stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,20.43,0,0,0,0,0,16.35,0,0,0,0,8.17,8.17,0,0,0,0,0,0,0,49.04,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,34.23,57.77,0,0,0,0,0,0,0,0,0,0,21.4,70.61,0,0,0,1.07,0,0,17.12,10.7,0,0,0,1.07,5.35,0,1.07,2.14,2.14,0,0,0,0
21Day,1.34,1.34,5.35,133.85,16.06,9.37,0,0,0,0,0,2.68,0,2.68,18.74,34.8,26.77,6.69,6.69,0,0,6.69,0,10.71,8.03,4.02,0,0,4.02,5.35,2.68,1.34,2.68,6.69,1.34,0,0,0
3Month,0,1.28,44.79,206.05,6.72,0,2.24,51.51,4.8,0,0,30.72,6.08,0.64,289.87,84.15,50.23,6.72,8,0.64,0,29.44,2.56,11.52,1.28,22.72,0.64,0,0,3.52,86.07,2.24,0.96,0,0,1.28,6.4,5.76
22Month,1.09,1.64,23.51,94.02,12.03,0,0.55,31.16,7.11,1.64,0,69.43,0.55,0,425.84,18.04,21.87,4.37,4.37,0,3.83,15.31,0,2.73,0,19.13,1.09,32.8,0.55,2.73,63.41,2.19,18.04,0,0,0,0,2.73
