stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,0,0,0,0,8.17,32.69,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,17.12,0,0,1.07,0,5.35,0,0,9.63,5.35,1.07,0,0,0,0,0,0,0,0,0,0,0
21Day,2.68,0,10.71,10.71,0,0,1.34,0,1.34,0,0,12.05,1.34,5.35,70.94,0,2.68,4.02,6.69,0,0,1.34,0,8.03,5.35,6.69,0,0,8.03,4.02,4.02,1.34,0,0,0,0,1.34
3Month,1.28,4.8,33.91,130.22,0,3.2,0.32,0.32,155.82,15.68,0.64,511.92,26.88,1.28,2058.87,6.72,16.96,30.72,17.28,4.48,0,7.36,4.16,2.56,0.96,20.48,2.24,0,0.32,22.08,103.66,0.96,0.32,0,7.04,540.07,12.48
22Month,0.55,5.47,59.04,44.83,0,4.37,1.09,0,86.92,8.2,5.47,1132.67,2.19,2.19,1986.54,1.09,3.83,14.76,12.57,1.09,30.07,9.84,0,1.09,0.55,11.48,3.28,3.83,1.64,2.73,31.16,0.55,0.55,0.55,0,0.55,4.92
