stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,4.09,0,0,0,0,0,134.85,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,2.14,13.91,0,0,0,0,0,0,0,0,1.07,0,1.07,3.21,2.14,13.91,0,0,2.14,2.14,94.14,8.56,0,1.07,0,12.84,0,0,2.14,0,0,2.14,0,0,0
21Day,5.35,0,0,22.76,25.43,0,4.02,0,0,0,0,1.34,0,2.68,0,4.02,5.35,0,33.46,0,0,1.34,0,344,4.02,0,1.34,0,10.71,6.69,0,0,2.68,6.69,0,0,0,1.34
3Month,0.32,10.24,3.84,27.2,0,0.64,0.64,0.32,8.32,12.16,0,33.91,11.84,2.56,7.36,2.24,13.12,31.04,17.28,0.64,0.32,1.28,6.4,3.2,0.32,1.92,0.64,0,0.64,0.64,5.76,1.6,0.32,0,0.96,1.6,0.64,6.08
22Month,0.55,51.39,6.01,73.8,0,1.09,0.55,0,9.84,45.92,36.08,301.21,6.01,10.39,79.81,4.92,10.93,51.39,43.73,1.09,24.05,3.83,2.19,14.76,0.55,6.01,0.55,2.19,0.55,0,3.28,10.39,2.73,0,1.09,0,0,5.47
