stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,1.07,1.07,0,0,0,7.49,0,0,5.35,0,0,0,0
21Day,0,0,0,4.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,1.34,0,0,0,0,1.34,0,0,0,0,0,0,1.34
3Month,0.96,3.84,1.28,39.03,0.96,0.64,0.32,0.32,13.44,16.64,0,44.47,5.44,1.28,14.08,8.96,14.72,26.24,17.6,6.72,0.32,12.16,4.16,3.52,0.64,2.56,1.28,0,2.24,1.6,16.96,0.64,0.32,4.8,4.16,30.08
22Month,0,18.59,0.55,25.15,0.55,0.55,0,0,6.56,21.87,4.92,83.09,4.37,2.73,28.97,2.19,5.47,22.41,19.13,0.55,2.19,4.92,0,3.28,0,4.37,3.28,0.55,1.09,0,1.64,5.47,0,2.19,0,17.49
