stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,20.43,0,0,0,0,0,0,0,4.09,0,0,0,0,0,8.17,12.26,61.3,0,0,0,0,8.17,429.07,0,0,8.17,0,0,0,12.26,0,0,0
72hpf,7.49,2.14,0,9.63,4.28,5.35,0,1.07,0,1.07,0,0,0,0,2.14,0,4.28,13.91,0,23.54,0,3.21,0,0,110.19,84.51,0,1.07,18.19,1.07,0,11.77,3.21,0,0,1.07
21Day,8.03,1.34,0,33.46,0,18.74,0,6.69,0,1.34,0,0,0,0,6.69,6.69,4.02,10.71,1.34,22.76,0,0,6.69,0,36.14,37.48,1.34,1.34,5.35,5.35,2.68,2.68,0,0,0,2.68
3Month,0,0.96,0,7.36,0,0,0.32,0,0.96,2.56,0,0,9.6,3.2,0.64,5.44,0.96,2.24,2.56,2.56,1.28,0,0.64,0.96,0.64,0,0.96,0,0.64,0.32,12.8,0,0,1.28,1.28,4.16
22Month,0.55,0.55,0.55,1.64,0,0,0,0,0,3.83,1.09,0,12.57,1.09,0.55,3.83,0,0,4.37,1.09,1.09,0,0,0,0,0,1.64,0,0,0,1.64,0.55,0,0,0,0.55
