stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,2.14,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,3.21,0,0,0,0,0,1.07,0,0,0,0,0,0,0
21Day,0,0,5.35,16.06,0,1.34,0,0,0,0,0,0,0,0,0,1.34,1.34,13.39,4.02,0,0,0,0,1.34,0,2.68,0,0,0,0,2.68,0,0,1.34,0,0,0,1.34
3Month,0.64,53.75,61.11,792.83,1.6,0,11.52,2.24,0.32,137.26,88.95,0.32,1526.16,61.11,27.84,761.48,48.31,175.97,185.89,35.83,8,7.04,25.28,64.95,5.76,0.96,27.84,2.24,0,0.96,35.19,75.83,0.96,0,0.32,27.84,52.15,270.68
22Month,0,38.81,78.17,293.55,1.09,0,12.03,10.93,0,66.15,152.52,39.91,369.54,62.32,61.23,1365.54,10.93,43.73,153.61,54.67,3.28,36.63,14.21,3.28,6.56,2.19,18.04,2.73,1.64,1.09,1.64,32.8,2.19,0.55,0,9.29,0,51.93
