stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.95,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,0,0,0,1.07,1.07,2.14,0,0,0,0,0,0,0,0,0,0,4.28,5.35,3.21,4.28,0,0,0,0,37.44,20.33,0,0,0,6.42,0,0,2.14,2.14,2.14,0,0,0
21Day,2.68,1.34,4.02,25.43,0,8.03,0,12.05,0,0,0,0,0,1.34,14.72,0,2.68,5.35,9.37,12.05,0,0,1.34,0,21.42,10.71,0,0,0,2.68,2.68,0,4.02,1.34,0,0,0,6.69
3Month,0,1.92,0.96,39.35,1.28,0,0.64,0.96,0,11.84,7.68,0,26.56,8.64,1.92,18.56,4.8,7.04,10.88,12.8,0.64,0,2.56,1.28,2.56,0,2.88,0.64,0,0.32,2.88,16.32,0.32,0,0.32,1.6,3.52,13.44
22Month,0,6.56,2.73,22.41,0,0,0.55,0.55,0.55,5.47,20.77,8.2,65.6,8.2,7.65,47.56,1.09,2.19,21.32,9.84,1.09,0.55,6.01,0,2.19,0,3.83,2.19,0.55,0.55,0.55,10.93,2.73,0.55,0,3.28,0,7.11
