stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,4.09,0,0,0,0,0,32.69,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,2.14,0,1.07,0,1.07,0,0,0,0,0,1.07,0,1.07,9.63,0,8.56,0,1.07,0,1.07,6.42,13.91,0,0,0,2.14,0,0,3.21,0,0,0,0,0
21Day,8.03,1.34,5.35,33.46,1.34,0,0,6.69,0,0,0,4.02,1.34,14.72,4.02,1.34,18.74,1.34,28.11,0,0,2.68,2.68,4.02,6.69,0,0,0,12.05,2.68,1.34,2.68,1.34,1.34,0,0,4.02
3Month,0,2.56,3.2,41.91,0,0,1.92,1.28,6.72,7.68,0,316.43,6.4,0.96,50.23,1.92,22.72,9.92,15.68,3.84,0.96,1.92,10.88,0.64,0.32,0.96,0.32,0,0.96,3.52,20.8,0,0,0,1.6,23.68,6.4
22Month,0,4.92,4.37,10.93,0,0,1.09,0.55,6.01,3.28,16.4,583.28,0.55,1.64,28.43,0.55,1.64,7.65,13.67,0,4.92,2.73,0.55,0.55,0,1.09,0,1.64,0.55,2.19,5.47,0,0,0,1.09,0,3.83
