stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,20.43,0,0,0,0,0,0,0,8.17,0,0,0,0,12.26,8.17,0,0,0,0,0,0,0,36.78,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,3.21,0,43.86,1.07,4.28,0,0,0,0,0,2.14,0,0,0,0,14.98,13.91,0,2.14,0,0,0,2.14,16.05,17.12,0,0,0,7.49,1.07,1.07,0,0,0,0,0,0
21Day,1.34,2.68,0,167.32,0,5.35,0,0,28.11,0,0,0,1.34,0,0,0,2.68,14.72,4.02,18.74,0,0,1.34,1.34,9.37,8.03,0,0,0,5.35,4.02,12.05,0,1.34,1.34,1.34,1.34,0
3Month,0.32,11.52,1.28,338.19,0.32,0,1.6,0.32,442.81,5.76,0,0,32.31,10.88,0,24,13.44,74.87,11.84,10.24,2.56,0.32,6.08,16,1.6,0,3.52,0,0,0.32,8.64,31.36,0,0,0,14.08,12.8,3.84
22Month,0.55,19.68,6.56,138.85,0,0,1.64,0.55,232.87,6.01,11.48,0,326.35,1.09,1.64,53.03,4.92,31.71,8.2,9.84,0,7.11,5.47,2.19,0,0,4.92,1.09,5.47,0,2.19,46.47,2.73,0,0,0.55,0,2.73
