stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,0,0,0,0,0,16.35,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,210.75,1.07,5.35,0,0,0,0,0,0,0,1.07,0,2.14,1941.67,0,5.35,0,0,0,0,39.58,14.98,0,0,11.77,0,0,3.21,0,0,0,0,0
21Day,9.37,1.34,1.34,321.25,1.34,17.4,0,2.68,1.34,0,0,2.68,0,5.35,5.35,0,1710.65,5.35,24.09,0,0,5.35,0,28.11,12.05,1.34,0,12.05,29.45,1.34,2.68,5.35,14.72,0,0,6.69
3Month,0,0.64,0,22.4,0,0,1.28,0,1.6,5.12,0.32,16.64,3.84,0,4.8,0.96,527.28,2.56,7.68,0.64,0.64,0.64,2.88,0,0,0.32,0.32,1.28,4.16,54.71,0.32,0,0,2.56,31.04,6.08
22Month,0,2.19,1.09,1.09,0,0,1.09,0,0,3.28,0,42.64,0,0,1.09,0.55,29.52,1.09,6.56,0,1.09,1.09,0,0,0,0,0,0,0,1.64,0,0.55,0,0,0,1.09
