stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,53.12,0,0,0,0,0,0,0,8.17,0,0,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0
72hpf,7.49,2.14,0,358.38,6.42,1.07,0,0,0,10.7,0,0,0,0,1.07,20.33,0,25.67,0,0,0,1.07,527.41,36.37,2.14,10.7,0,10.7,114.47,131.58,4.28,0,0,0
21Day,1.34,0,0,5.35,5.35,1.34,0,0,0,0,0,0,1.34,0,0,0,0,5.35,0,0,2.68,0,111.1,6.69,0,4.02,0,5.35,24.09,103.07,1.34,0,0,0
3Month,0,0,0.32,45.43,0,0,0.64,0.96,0,0,2.88,1.28,0,0.64,0,1.28,0.32,0,0.32,0,0,0.32,3.2,2.56,0.96,0,1.28,0,1.28,0.64,0.96,0.32,1.28,0.32
22Month,0,0,0,12.03,0,0,0,0.55,0.55,0,11.48,0,0,0,0,0.55,0,0,0,0.55,0,0,3.28,0,1.09,0,6.01,0,4.92,0,0,0,0,0
