stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,1.07,0,0,0,0,0,0,0,0,0,0,1.07,0,0,1.07,0,19.26,0,8.56,2.14,3.21,2.14,0,0,0,6.42,0,0,0,1.07,0,0,0
21Day,8.03,0,5.35,16.06,0,4.02,0,4.02,0,0,34.8,0,2.68,18.74,1.34,5.35,0,5.35,0,0,0,5.35,8.03,2.68,6.69,1.34,0,1.34,8.03,5.35,0,0,2.68,0,0,0
3Month,9.92,2.24,3.2,33.27,0,0,2.24,52.47,1.92,0.64,1086.23,1.92,0.64,15.04,2.88,4.8,4.8,6.72,0.64,0.96,8.64,64.31,0.96,0.32,25.92,1.28,0,0,12.16,149.42,0.96,0,0.64,2.56,96.3,1.6
22Month,3.28,3.83,8.2,65.05,0.55,0,9.84,43.73,14.21,13.67,3879.06,5.47,1.09,44.83,1.64,3.28,5.47,9.84,0,170.01,7.11,5.47,1.09,0,32.8,2.19,4.92,2.73,9.29,75.44,0.55,2.19,1.09,0,0,4.37
