stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,69.47,0,0,0,0,0,4.09,0,0,0,0,16.35,24.52,89.9,77.64,0,0,0,0,24.52,535.32,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,6.42,2.14,0,9.63,5.35,5.35,0,1.07,0,2.14,0,0,0,0,13.91,24.61,7.49,28.88,0,1.07,0,0,88.79,66.33,1.07,1.07,11.77,2.14,0,3.21,0,1.07,0,0,0
21Day,0,0,1.34,14.72,0,2.68,0,4.02,0,0,0,0,5.35,1.34,1.34,5.35,9.37,9.37,0,0,0,0,13.39,6.69,0,0,0,0,4.02,2.68,1.34,0,0,0,5.35
3Month,0.32,0,0.96,8.64,0,0,0.64,0.96,1.92,2.88,7.04,1.92,0.32,5.44,2.24,4.16,6.4,3.52,0.32,0,2.24,2.24,0.96,0.32,1.28,0.32,0.32,0.96,255,0.32,0,0,0.32,40.95,14.4
22Month,0,0,0,1.09,0,0,0,0.55,0,0.55,1.64,0,0,0.55,0,0,2.19,0.55,0,0,0,0,0,0,0,0.55,0,0,49.2,0,0,0,0,0,0
