stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,20.43,0,12.26,0,0,0,0,0,0,0,4.09,0,0,0,4.09,53.12,281.96,16.35,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,11.77,0,3.21,0,1.07,0,0,0,4.28,0,0,0,8.56,0,2.14,28.88,10.7,1.07,0,0,0,4.28,94.14,7.49,1.07,0,0,6.42,0,0,0,1.07,0,0,0,1.07
21Day,2.68,44.17,6.69,8.03,0,2.68,0,2.68,0,21.42,0,4.02,14.72,82.99,4.02,2.68,0,41.49,10.71,0,0,0,0,29.45,8.03,0,0,0,10.71,4.02,0,0,4.02,2.68,0,0,38.82
3Month,0.32,33.91,2.88,32.95,0.32,0,0.64,0,2.88,103.66,0,17.6,136.3,7.68,6.4,1.92,4.16,63.03,16,2.88,0,2.24,2.24,0,0,11.2,1.28,0,0,3.2,1.6,14.08,0,0,18.24,8.32,55.99
22Month,0,29.52,4.37,33.35,0,0,1.64,0.55,2.19,93.48,0.55,49.75,108.78,20.77,3.83,1.09,1.64,69.97,28.43,0.55,2.19,4.37,0,1.09,0,7.65,1.09,0.55,0,0,0,26.24,0,0,0.55,0,21.32
