stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,49.04,106.25,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,23.54,9.63,0,13.91,1.07,21.4,0,0,0,0,0,0,1.07,0,5.35,32.09,14.98,47.07,0,3.21,6.42,0,3461.84,104.84,13.91,14.98,0,48.14,0,0,100.56,2.14,3.21,1.07,0,0,0
21Day,8.03,1.34,2.68,22.76,1.34,26.77,2.68,0,1.34,0,1.34,0,8.03,2.68,5.35,13.39,12.05,24.09,0,0,2.68,2.68,969.1,42.83,5.35,95.04,0,12.05,26.77,2.68,48.19,8.03,6.69,1.34,0,0,5.35
3Month,0.32,0.32,0.32,11.52,3.2,0,0.32,0.96,1.6,0,18.24,2.24,0.64,5.76,0.64,4.8,3.84,6.08,1.28,0,2.56,0.64,29.12,1.92,21.76,153.9,0,0,0.96,16.64,3.2,0,0.32,0.64,0.96,14.4,5.12
22Month,0,4.37,0.55,7.65,3.28,0,0.55,0.55,6.01,5.47,83.64,3.28,1.64,7.11,0.55,0,3.28,9.29,0,1.64,1.09,0,36.08,1.09,24.05,334.55,0.55,1.09,0.55,14.21,9.29,0.55,0,0,0.55,0,0.55
