stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6,0,0,0,0,40.86,371.86,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,14.98,6.42,4.28,3.21,11.77,0,0,0,0,0,0,0,0,0,0,16.05,0,69.54,0,1.07,3.21,0,664.34,264.24,2.14,7.49,0,68.47,0,0,0,44.93,2.14,0,0,0,0,0
21Day,9.37,5.35,10.71,2.68,12.05,0,0,0,0,0,1.34,0,5.35,2.68,0,5.35,2.68,99.05,0,0,16.06,0,163.3,61.57,0,2.68,0,22.76,4.02,0,5.35,6.69,0,6.69,4.02,0,0,1.34
3Month,0,14.4,13.12,0.96,0,0.32,1.28,0.96,8,0,7.36,7.68,0,2.88,0.32,8.32,4.8,28.16,6.72,0,3.84,0.32,3.84,2.56,4.16,1.92,0,0.96,0.32,0.32,40.63,0.96,0,0,0.96,5.12,7.36,6.4
22Month,0,28.97,3.28,0,0,0.55,2.73,0.55,13.67,6.56,21.87,9.84,4.37,2.73,1.09,1.64,4.92,43.19,0.55,0.55,1.64,0,6.56,2.19,6.56,6.01,1.09,0.55,0,0,14.21,11.48,1.09,0,0,1.64,0,4.37
