stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,4.09,0,0,0,0,0,0,44.95,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,6.42,3.21,2.14,0,0,0,0,0,0,0,0,0,0,3.21,25.67,0,4.28,0,0,1.07,0,24.61,7.49,1.07,0,3.21,0,0,10.7,4.28,5.35,0,0,0,0
21Day,5.35,0,0,21.42,0,9.37,1.34,0,0,0,0,0,0,1.34,6.69,0,2.68,17.4,6.69,20.08,0,0,2.68,0,20.08,9.37,1.34,0,1.34,2.68,1.34,1.34,2.68,4.02,2.68,0,0,5.35
3Month,0,1.92,0,18.88,0,0,0.32,0.32,1.92,4.48,0,0,17.6,3.52,0.64,6.72,2.24,3.84,13.12,4.16,0.64,0,1.92,1.28,0.64,0.32,1.28,1.28,0.32,0.32,8.64,0,0.32,0,0.32,0.64,13.12,4.48
22Month,0.55,0.55,0.55,7.11,0,0,0,0,1.09,3.28,2.19,0,55.76,0.55,3.28,13.67,0.55,0,12.03,4.37,0,2.73,2.19,0,1.64,0,1.64,3.28,0,0.55,5.47,1.09,0,0,0,1.09,0,1.09
