stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,32.69,0,0,0,0,0,0,0,461.76,4.09,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,0,0,0,17.12,0,0,0,0,0,9.63,0,0,1.07,0,6.42,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,1.34,6.69,6.69,0,0,0,84.33,0,17.4,1.34,1.34,8.03,1.34,17.4,4.02,12.05,0,0,1.34,0,13.39,1.34,0,0,0,2.68,5.35,4.02,0,0,1.34,0,0,0,1.34
3Month,0.64,3.84,8.64,64.31,0,3.2,0.32,9.28,1128.78,0.32,931.05,8.64,0.32,89.59,3.84,39.99,11.52,9.28,3.2,3.52,7.04,5.44,1.92,0.32,2.56,2.24,0,0.32,24.64,25.28,6.4,0,0,0.32,6.4,5.76,8
22Month,1.64,4.92,9.84,51.39,0,10.93,0.55,7.65,1205.37,6.56,1379.76,12.57,13.67,95.66,0,10.93,28.97,12.03,0,61.77,2.19,0,1.64,0,0.55,2.73,2.19,1.09,2.19,28.43,28.97,0.55,0,0.55,0,0,1.64
