stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,8.17,0,0,0,0,0,4.09,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,1.07,0,0,0,0,0,0,0,0,0,1.07,1.07,0,10.7,0,0,0,0,19.26,1.07,0,0,0,6.42,0,1.07,1.07,1.07,1.07,0,0,0
21Day,4.02,1.34,0,1.34,2.68,0,0,1.34,0,0,0,0,1.34,0,0,1.34,0,44.17,0,0,2.68,0,21.42,4.02,0,0,0,9.37,0,0,2.68,0,0,0,0,0
3Month,0,0.96,0,6.4,0,0,0.32,0.64,3.52,0,12.16,1.6,0,6.4,0.64,1.6,3.2,24,1.6,0,2.56,0.64,1.92,0.32,0.32,0,0,0.32,1.6,3.52,0,0,0.32,2.24,2.24,2.56
22Month,0.55,7.11,2.19,7.11,0,0.55,0,2.19,10.39,6.56,114.25,3.83,1.64,11.48,1.64,1.09,5.47,24.6,1.09,8.2,2.73,0.55,0,0.55,1.64,1.09,0.55,1.09,1.09,1.64,0,0,0,0.55,0,4.37
