stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,16.35,8.17,0,24.52,0,0,0,0,12.26,253.36,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,5.35,6.42,1.07,0,0,0,0,0,0,0,0,0,3.21,3.21,0,0,0,0,0,0,31.02,10.7,1.07,0,0,1.07,0,5.35,1.07,0,0,0,0
21Day,1.34,0,0,6.69,9.37,0,0,0,0,0,0,0,0,0,0,8.03,1.34,0,0,0,0,0,1.34,9.37,1.34,4.02,0,1.34,0,0,0,0,1.34,0,0,0
3Month,0,0.64,0.96,60.15,0.64,0,0.64,0.32,1.28,0.96,0,15.36,4.16,0,5.44,9.92,8.96,1.6,2.88,0.96,0,0.64,2.24,11.2,0.64,14.08,0.32,0.32,1.28,17.6,0.32,0,0,1.28,348.42,1.28
22Month,0.55,0.55,0,29.52,0.55,0,0,0,0,2.19,0.55,30.61,1.09,0.55,3.83,1.09,3.83,2.19,2.73,0,0.55,0,0,4.92,0.55,13.67,0.55,0,0,2.19,0,0,0,0.55,1.09,0.55
