stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,104.84,0,0,7.49,0,4.28,6.42,0,0,24.61,0,0,0,1.07,0,0,0,0
21Day,5.35,0,0,10.71,0,4.02,0,0,0,0,0,0,1.34,0,2.68,0,1.34,22.76,1.34,220.86,0,0,361.4,0,9.37,5.35,0,0,17.4,12.05,0,0,0,1.34,0,0,0
3Month,0.96,6.72,1.28,65.27,0.32,0,2.24,0.32,1.28,4.48,25.28,0,27.84,14.08,0.96,21.44,4.16,9.92,9.6,2726.61,63.99,0,60.15,2.56,3.52,1.6,3.52,0,2.24,16,10.24,1.92,0,0,5.12,6.08,7.68
22Month,0,0.55,0,7.11,0,0,2.19,0,0,0.55,5.47,3.28,30.07,1.64,0,1.64,0,0.55,7.11,462.47,15.85,2.19,15.31,0,0.55,0.55,0,0.55,0,0,1.64,1.09,0,0,0.55,0,1.09
