stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,1.07,0,0,0,0,1.07,0,0,0,0,0,2.14,8.56,0,2.14,0,1.07,0,0,3.21,3.21,0,0,2.14,0,1.07,0,0,1.07,0,0,0
21Day,1.34,1.34,0,8.03,1.34,4.02,0,0,0,0,0,0,0,0,2.68,0,14.72,9.37,0,5.35,0,0,2.68,0,1.34,2.68,0,0,28.11,0,33.46,1.34,0,0,0,4.02,0
3Month,1.28,5.12,2.56,56.63,0.64,0,2.24,0.32,0.32,11.52,23.04,0.32,93.75,26.88,1.28,34.23,4.48,12.8,19.84,27.84,4.16,0.32,5.44,35.19,4.48,0.32,4.16,3.84,1.28,28.48,2407.94,2.88,0.64,0.32,13.44,3380.26,12.48
22Month,0,26.79,0.55,20.23,0,0,0.55,0,0,4.37,26.79,0.55,19.68,1.64,0,6.01,1.64,0,13.12,20.23,0.55,1.09,0,0.55,1.09,0,0,0.55,0.55,0,141.04,1.09,0,0,1.64,12.57,0.55
