stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,106.25,0,0,0,0,0,0,0,4.09,0,0,0,0,12.26,4204.91,4.09,20.43,0,0,0,0,4.09,281.96,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,55.63,5.35,0,636.53,5.35,53.49,0,2.14,0,1.07,0,0,3.21,0,4.28,1.07,57.77,14946.05,9.63,85.58,0,2.14,1.07,0,549.87,246.05,2.14,5.35,104.84,1.07,2.14,42.79,2.14,0,8.56,0,0,0
21Day,36.14,2.68,4.02,1674.5,4.02,42.83,0,6.69,0,0,0,0,8.03,2.68,18.74,16.06,52.2,8403.31,16.06,101.73,0,0,9.37,0,119.13,40.16,1.34,4.02,30.79,37.48,0,9.37,33.46,68.27,2.68,0,0,14.72
3Month,0.32,0,0.64,667.41,0,0,0.32,0.64,0.96,3.84,0,0,15.04,4.8,0.32,2.56,49.91,15.36,5.76,1.92,0.64,0.32,1.6,0.32,1.6,0,0.96,0,0,2.24,4.16,0,0.32,0,0,1.28,2.56,2.88
22Month,0,0,0,178.76,0,0,2.19,0,0.55,3.83,0.55,0,30.61,1.09,0.55,0.55,9.29,11.48,2.73,1.64,0,1.64,0.55,0,2.19,0,0,0.55,0.55,0.55,0,0,0,0,0,0,0,2.73
