stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,1.07,0,0,0,0,2.14,1.07,0,0,0,1.07,0,0,0,0,0,0,0,0
21Day,2.68,0,1.34,9.37,1.34,1.34,0,0,0,1.34,0,0,0,6.69,0,0,2.68,14.72,2.68,0,0,0,0,1.34,1.34,0,0,0,2.68,0,0,1.34,0,0,0,0,8.03
3Month,0,5.12,7.04,250.2,0.32,0,2.88,0.32,48.95,83.51,0,51.51,111.34,13.12,171.49,8.32,60.15,111.02,21.76,9.6,0.32,5.12,8.32,3.2,0.32,5.12,1.6,0,0.32,5.76,0.96,56.31,0.64,0.32,8.96,27.52,138.22
22Month,1.64,15.85,12.57,103.86,0.55,0,4.92,6.01,24.05,273.33,5.47,103.32,156.34,56.31,187.5,2.73,15.31,177.12,32.25,1.64,7.11,10.93,0,1.64,0.55,10.39,3.28,1.64,1.09,1.64,0,44.83,0.55,0,3.83,0,97.85
