stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78,0,0,0,0,0,44.95,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0
21Day,0,1.34,0,1.34,5.35,0,0,0,0,0,0,0,0,0,0,0,0,6.69,0,0,0,0,1.34,0,0,0,9.37,0,0,0,0,0,0,0,12.05
3Month,0.96,1.92,0.96,23.68,0,0,0.32,2.56,38.07,0,39.99,38.71,0.32,13.12,1.92,16.64,8,1971.53,3.52,0.32,4.16,2.24,0.32,0.64,3.52,1.92,0.32,0.64,3.84,42.23,0.32,0.32,1.28,28.48,31.99
22Month,1.09,6.01,1.09,117.53,0,161.26,1.64,3.28,11.48,1.09,171.1,8.75,13.12,62.32,18.04,0.55,8.2,2394.89,2.73,58.49,2.73,0,2.73,0,113.7,96.76,0.55,3.28,1.64,38.27,0,0,0.55,0,15.85
