stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,0,0,20.43,0,0,0,0,0,8.17,0,0,0,0,0,0,28.6,155.28,0,0,0,0,0,8.17,20.43,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,5.35,10.7,0,0,1.07,0,2.14,0,0,0,0,0,6.42,164.75,4.28,0,0,0,0,0,16.05,4.28,1.07,0,0,3.21,0,0,0,0,0,0,0,0,0
21Day,1.34,0,4.02,38.82,4.02,8.03,0,2.68,0,28.11,0,0,13.39,21.42,41.49,9.37,28.11,42.83,13.39,0,0,1.34,0,20.08,2.68,0,0,0,4.02,2.68,0,2.68,1.34,0,0,0,0,14.72
3Month,2.56,4.8,6.72,334.99,7.36,0,4.16,11.52,139.5,353.86,0,68.79,361.86,21.76,252.76,33.91,16.96,236.12,13.44,3.52,0.32,11.84,4.16,14.72,0.32,13.44,2.56,0,0.96,10.24,1.28,121.58,0,0,0.64,5.76,11.52,183.33
22Month,0,9.29,15.31,71.07,4.37,0,6.01,6.01,61.23,1301.04,25.15,206.09,244.35,50.29,289.73,9.84,7.11,439.51,8.75,0,4.92,9.29,1.09,14.76,1.09,12.03,10.39,4.37,0,1.64,0,86.37,2.73,3.28,0,0.55,0,101.13
