stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,1.07,0,3.21,0,0,0,0,35.3,1.07,0,0,0,2.14,0,0,0,175.45,3.21,0,0,0
21Day,0,0,0,1.34,10.71,0,0,0,0,0,2.68,1.34,0,2.68,0,1.34,0,8.03,0,0,2.68,0,21.42,0,0,0,0,0,8.03,0,1.34,555.49,9.37,0,0,0
3Month,0,1.28,0,17.28,0,0.64,0.32,1.92,4.16,0,31.36,3.84,0,7.36,1.28,8.32,4.48,3.84,2.56,0,0.64,0.32,1.28,0,0.64,0.32,0,0.64,0.96,3.84,0.32,21.44,0,0.96,2.88,2.24
22Month,4.37,7.11,1.64,32.8,0,3.83,1.09,4.92,27.88,9.29,392.5,10.93,3.83,28.97,0.55,7.11,27.88,30.07,1.64,13.12,2.19,0,2.73,2.19,6.56,2.73,1.09,1.09,1.09,7.11,7.11,1075.82,0,1.09,0,7.11
