stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,12.26,53.12,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,2.14,0,3.21,0,0,0,0,0,0,0,0,0,2.14,5.35,1.07,4.28,0,1.07,1.07,0,13.91,8.56,0,0,7.49,0,0,4.28,0,1.07,0,0,0
21Day,0,0,0,12.05,0,9.37,0,5.35,0,4.02,0,1.34,0,2.68,0,0,5.35,4.02,10.71,0,0,2.68,0,9.37,1.34,0,0,2.68,2.68,0,1.34,1.34,2.68,0,0,0
3Month,0,0.96,0,17.6,0,0,0,0.32,1.6,6.72,0,28.16,6.08,0,6.4,2.88,5.12,7.04,4.16,0.64,0,4.48,1.6,0.96,0.64,0.32,0,0.96,1.92,6.4,0,0,0,0.96,4.48,4.48
22Month,0,1.09,2.73,12.03,0.55,0,1.09,0,1.09,20.23,5.47,68.88,3.28,2.19,12.03,1.09,1.09,8.75,5.47,0,2.19,2.19,0,0.55,0,2.73,0.55,0,0,3.28,0,0,0,0,0,1.64
