stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,4.09,0,24.52,8.17,0,0,0,0,0,4.09,0,0,0,0,12.26,12.26,16.35,89.9,0,0,0,0,32.69,155.28,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,16.05,5.35,0,8.56,9.63,3.21,0,0,0,0,0,0,0,0,0,17.12,47.07,4.28,53.49,0,2.14,4.28,0,225.73,132.65,0,6.42,28.88,0,0,0,6.42,5.35,2.14,6.42,0,0,0
21Day,10.71,0,1.34,36.14,4.02,4.02,0,0,0,1.34,0,5.35,2.68,1.34,6.69,8.03,14.72,8.03,44.17,0,0,8.03,1.34,80.31,45.51,0,2.68,25.43,8.03,0,0,5.35,4.02,8.03,1.34,2.68,0,2.68
3Month,0.64,4.48,6.4,52.79,2.24,0,1.6,3.52,4.48,0.32,0,222.36,60.47,0,33.59,16,12.8,6.72,13.76,1.28,0.64,8.96,15.04,3.84,2.24,4.16,3.52,1.28,4.8,0.32,15.68,0.64,0,0,0.96,14.4,1.28,5.44
22Month,0.55,16.95,5.47,53.03,1.64,0,1.09,3.83,7.11,14.21,0,337.83,26.79,2.19,32.8,2.19,5.47,28.43,9.29,0.55,9.29,6.56,0.55,3.83,0.55,3.28,2.19,1.09,0.55,0,7.65,1.64,3.83,0,1.09,3.83,0,9.84
