stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,6.42,0,0,0,0,9.63,3.21,0,0,2.14,0,0,1.07,0,0,0,0,0
21Day,0,0,0,8.03,4.02,0,0,1.34,2.68,0,1.34,1.34,1.34,1.34,1.34,2.68,1.34,13.39,0,0,1.34,0,12.05,5.35,0,0,6.69,0,0,0,1.34,1.34,0,0,1.34
3Month,0.64,4.16,0.96,26.24,0,0.32,0.64,5.12,7.36,0,30.08,6.4,0.96,16,2.24,6.08,5.12,9.28,0.32,0,6.08,4.16,1.28,1.6,2.56,0.64,0.64,0.96,4.16,0.32,0,0,3.2,2.24,10.24
22Month,0,2.19,0,7.11,0,0,1.09,1.64,3.28,0.55,12.57,1.64,0,4.92,0.55,0.55,7.11,1.64,0,1.64,0.55,0,0,0.55,0.55,0,0,0,0.55,0,0,0,0,0,1.09
