stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,12.26,0,0,0,0,0,0,0,32.69,0,0,0,0,0,4.09,4.09,4.09,0,0,0,0,24.52,93.99,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,7.49,3.21,0,6.42,3.21,4.28,0,0,0,0,0,0,0,0,2.14,0,5.35,18.19,0,2.14,0,1.07,0,0,438.61,24.61,2.14,2.14,0,9.63,1.07,0,2.14,6.42,8.56,1.07,0,0,0
21Day,2.68,0,0,30.79,1.34,4.02,0,0,2.68,0,0,0,0,0,1.34,0,0,9.37,0,1.34,0,0,1.34,1.34,116.45,8.03,6.69,1.34,0,0,20.08,4.02,2.68,1.34,5.35,0,0,0,1.34
3Month,0.64,5.12,0,19.2,0.32,0,0.64,0,9.6,0.96,0,0,6.08,8.32,0,1.92,1.6,0.64,1.6,1.92,0.64,0,4.8,0,4.8,0.32,11.52,0,0,0,2.56,16.64,0.96,0.64,0,0,0.32,50.55,1.92
22Month,1.64,5.47,3.28,18.04,0,0,0,0.55,8.75,2.73,1.09,0,24.6,6.01,1.09,3.28,1.64,0.55,1.09,6.01,0,2.19,6.01,0,2.73,1.09,15.85,0.55,1.09,0,0.55,10.93,3.28,2.19,0,0.55,0,0.55,0.55
