stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,0,0,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,4.09,16.35,32.69,0,0,0,0,24.52,257.44,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,23.54,1.07,0,3.21,2.14,4.28,0,0,0,0,0,0,0,0,3.21,0,8.56,14.98,2.14,47.07,0,0,0,0,225.73,138,5.35,1.07,0,22.47,2.14,1.07,17.12,1.07,1.07,0,0,1.07
21Day,32.12,0,1.34,41.49,1.34,13.39,0,8.03,0,1.34,0,0,1.34,0,26.77,4.02,2.68,6.69,13.39,48.19,0,0,5.35,0,53.54,44.17,4.02,4.02,0,13.39,8.03,2.68,8.03,4.02,0,0,0,9.37
3Month,0.64,2.56,0.96,39.67,0,0,1.6,1.6,4.8,21.12,0,0,36.79,13.44,5.12,21.44,3.52,16.32,28.8,19.84,3.2,0,10.56,1.92,2.88,1.92,8.64,3.84,0,0.32,1.92,71.67,0.96,0,0.32,2.24,5.76,39.99
22Month,0,4.92,2.19,13.67,1.09,0,1.09,0.55,1.09,37.17,11.48,0,77.08,10.93,14.21,24.6,2.19,1.09,36.63,18.59,0,3.83,4.37,1.09,3.83,2.19,7.65,3.83,1.64,0.55,0,22.41,2.73,0,0,0.55,0.55,12.03
