stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Retinal_cone_cell
24hpf,0,0,4.09,0,0,0,0,0,0,0,0,0,4.09,16.35,0,0,12.26,114.42,4.09,0,0,0,0,0
72hpf,1.07,0,2.14,1.07,1.07,1.07,0,0,0,0,2.14,0,0,5.35,0,0,38.51,24.61,0,3.21,0,0,0,1.07
21Day,0,0,2.68,0,2.68,0,0,0,0,0,0,1.34,0,6.69,1.34,0,13.39,4.02,0,10.71,1.34,0,0,0
3Month,0,0,0.64,0,0,0.32,0.64,0,0.32,0.64,0,0,0.32,0,0,0.32,0,0,0,0,0,0.64,0,0
22Month,0,1.09,1.64,0,0,0,0,0.55,6.56,1.64,0,0,0,0,0,0,0,0,0,0,0,4.37,1.64,0
