stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,4.09,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,18.19,1.07,1.07,0,0,0,0,0,0,0,0,0,1.07,807.69,0,6.42,1.07,0,1.07,20.33,14.98,1.07,0,3.21,0,0,0,0,0,0,0,0,0
21Day,1.34,0,0,504.63,0,6.69,0,0,0,0,0,8.03,0,0,1.34,0,357.39,0,5.35,0,1.34,0,13.39,6.69,0,0,1.34,2.68,0,2.68,2.68,2.68,0,0,0,0
3Month,0,0.96,0.96,662.61,0,0,2.24,0.32,0.64,4.48,0,109.74,6.72,0,5.44,3.52,12.16,4.16,5.12,0.32,2.24,0.96,1.92,0,0.64,0.64,0,2.56,6.4,0,0,0,0.32,2.24,7.04,3.84
22Month,0.55,0.55,0,17.49,0,0,1.64,0,0,1.09,1.09,135.57,0,0,3.28,0,0.55,0.55,0.55,1.64,0,0,0,0,0.55,1.09,0,0.55,3.83,0.55,0,0,0,0.55,0,1.09
