stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,12.26,4.09,0,0,0,0,4.09,32.69,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,2.14,0,0,0,0,0,1.07,0,0,0,0,1.07,0,1.07,0,1.07,1.07,0,7.49,0,1.07,0,1.07,6.42,9.63,1.07,0,6.42,0,1.07,0,3.21,0,0,0
21Day,4.02,0,0,0,0,6.69,0,2.68,0,0,0,0,0,0,6.69,1.34,0,1.34,0,13.39,0,0,0,0,13.39,5.35,1.34,0,5.35,4.02,1.34,2.68,0,0,0,6.69
3Month,0.32,2.24,0.96,20.48,0.64,0,0.32,1.28,0.32,11.52,8.32,0,57.91,3.52,2.56,19.84,2.24,3.52,13.44,12.48,1.28,0,5.76,3.52,0.32,0,9.92,0.32,0.32,3.52,63.35,0.64,0.32,3.52,145.58,16.96
22Month,0,4.37,2.73,16.4,0.55,0,1.64,2.19,0,8.75,11.48,8.75,212.1,4.37,6.56,32.25,1.09,1.09,16.4,16.4,0,3.28,2.19,0,0,0,4.37,0.55,0,0.55,12.03,1.09,0,0.55,0,9.84
