stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,73.56,0,0,93.99,0,0,0,0,0,0,0,0,0,0,12.26,4.09,32.69,61.3,0,0,0,8.17,85.81,196.15,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,16.05,0,0,19.26,2.14,0,0,0,0,1.07,3.21,0,0,0,9.63,20.33,0,36.37,0,44.93,1.07,1.07,38.51,14.98,0,1.07,0,83.44,11.77,0,10.7,0,0,6.42,0,0,0
21Day,91.02,5.35,1.34,178.02,13.39,0,14.72,0,1.34,1.34,49.53,2.68,9.37,37.48,24.09,68.27,6.69,562.18,0,1.34,25.43,8.03,77.63,37.48,0,0,0,432.35,45.51,0,18.74,4.02,10.71,6.69,0,0,9.37
3Month,1.28,1.28,2.56,57.27,0,0.32,0.32,1.92,7.04,0,459.45,3.84,0.32,39.67,5.44,21.44,4.16,131.18,48.31,0.64,2.24,11.2,1.6,0,0.64,3.52,0,11.2,6.72,2.56,1.28,0,0,0.32,4.8,1.92,1.92
22Month,0.55,3.83,2.73,22.41,0,0.55,0,0.55,7.65,26.79,824.36,3.83,1.64,55.76,1.09,7.11,6.56,258.02,8.2,21.87,2.19,0.55,1.09,0,1.09,3.83,1.64,20.77,0.55,0,7.11,0,0,0.55,1.09,0,4.92
