stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,4.09,0,0,0,0,0,0,0,57.21,0,0,0,0,0,0,4.09,28.6,0,0,0,0,24.52,163.46,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,11.77,2.14,0,7.49,5.35,3.21,0,0,0,0,0,0,0,0,0,0,0,10.7,2.14,9.63,0,0,2.14,0,1077.28,77.02,1.07,1.07,13.91,0,0,8.56,0,0,2.14,0,0,0
21Day,2.68,0,0,5.35,1.34,8.03,0,0,0,1.34,0,0,0,1.34,0,0,0,1.34,1.34,16.06,0,0,1.34,0,243.61,18.74,0,1.34,1.34,10.71,1.34,0,0,1.34,1.34,0,0,2.68
3Month,0,0.64,0,22.72,0.64,0,0,0.32,0.64,68.47,0,0,16.64,1.92,1.28,2.56,1.6,1.6,7.04,1.92,0.64,0,0.32,2.24,17.6,0.64,10.24,0.32,0,0.64,12.16,0.96,0,0,0.96,0.64,0.64,1.28
22Month,0,1.09,0.55,25.69,0.55,0,0.55,0.55,0.55,256.38,2.19,0,60.13,7.65,3.28,3.28,0.55,0,9.84,2.73,0,3.28,1.64,0,21.87,0.55,12.03,0.55,0,0.55,10.93,1.09,1.64,0,0.55,1.09,0,1.64
