stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,12.26,167.54,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,27.81,1.07,0,18.19,16.05,26.74,0,0,0,0,0,0,0,1.07,0,5.35,36.37,4.28,85.58,0,1.07,3.21,1.07,2358.89,120.89,2.14,70.61,42.79,0,0,73.82,1.07,2.14,5.35,0,0,0
21Day,18.74,2.68,1.34,18.74,10.71,22.76,5.35,0,0,0,0,1.34,1.34,1.34,10.71,0,13.39,4.02,91.02,0,0,10.71,0,697.38,45.51,1.34,22.76,8.03,21.42,0,32.12,4.02,16.06,4.02,0,0,2.68
3Month,0.64,0.96,0,7.36,0.64,0,0.32,0.96,0,0,0,3.2,0.64,0,0.32,0.32,1.28,0.64,10.56,2.88,0,0.96,0,3.84,0.64,1.6,1.6,0,0,8.64,0.32,0,0,0,1.28,1.92,0.32
22Month,0.55,1.64,0,1.09,0,0,0,0,1.09,1.64,0.55,15.85,2.19,0,1.09,0,0.55,1.09,13.67,1.09,0,2.73,0,9.29,1.09,2.19,1.64,0.55,0.55,3.28,0,0,0,1.09,0.55,0.55,1.09
