stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4380.63,28.6,0,40.86,0,0,0,0,0,0,12.26,0,0,0,0,0,12.26,20.43,192.06,0,0,0,0,44.95,641.57,0,0,16.35,0,0,0,0,0,0,0,0,0
72hpf,2243.35,7.49,0,20.33,5.35,10.7,1.07,0,0,0,0,0,0,1.07,0,11.77,48.14,8.56,112.33,0,5.35,1.07,1.07,340.19,267.45,0,5.35,379.78,0,0,36.37,2.14,0,14.98,0,0,0
21Day,1633.01,0,0,38.82,2.68,20.08,2.68,0,1.34,0,0,5.35,1.34,17.4,5.35,8.03,13.39,5.35,91.02,0,0,9.37,0,68.27,60.23,1.34,8.03,87,14.72,1.34,6.69,6.69,13.39,5.35,0,0,1.34
3Month,8.32,0,0.32,3.84,0,0,0,0.64,0.64,0,0,4.48,1.28,0.96,0.96,0.64,1.28,1.28,1.6,0.96,0,0,0.96,0,0,0.32,0,1.92,0.32,12.8,0,0,0,0,0.64,1.6,1.28
22Month,3.83,3.28,1.09,6.56,0,0,0,1.09,3.83,2.19,0,47.01,1.64,0,8.75,0.55,1.64,2.73,4.92,0.55,1.64,0,0.55,0,0,0.55,0,0,0,5.47,0.55,0.55,0,0,0,0,2.73
