stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,533.83,21.4,0,9.63,82.37,6.42,0,0,0,1.07,0,0,0,0,5.35,14.98,2.14,390.47,1.07,1.07,11.77,0,165.82,218.24,0,2.14,342.33,0,0,3.21,0,4.28,26.74,0,0,0
21Day,2730.61,34.8,1.34,42.83,5.35,73.62,0,16.06,0,2.68,10.71,1.34,12.05,12.05,1.34,20.08,2.68,518.01,0,0,80.31,0,155.27,145.9,0,88.34,41.49,65.59,2.68,10.71,10.71,5.35,8.03,0,0,4.02
3Month,127.98,75.51,0.32,14.4,5.44,0,1.28,0,0.64,6.4,16.32,6.4,1.28,6.4,0.64,6.08,7.68,164.45,51.19,0,21.76,2.56,4.16,2.88,3.52,42.87,0.32,1.6,13.76,0.32,0.32,0,0,37.75,3.2,6.4
22Month,25.15,10.39,0.55,3.28,0,0,2.19,0,0.55,6.01,33.89,2.73,0.55,1.64,1.09,1.09,3.28,91.84,2.19,0.55,3.83,0.55,0.55,0.55,0,3.83,0,0.55,13.67,0,0,0,0,1.09,0,1.64
