stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,16.35,0,4.09,0,0,0,0,0,0,0,0,0,0,8.17,12.26,73.56,0,0,4.09,249.27,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,4.28,1.07,0,3.21,1.07,3.21,0,1.07,0,0,0,0,0,0,0,6.42,18.19,1.07,23.54,0,0,134.79,58.84,0,0,12.84,2.14,0,4.28,0,0,3.21,0,0,0
21Day,8.03,0,0,9.37,1.34,5.35,0,2.68,0,0,0,4.02,0,4.02,1.34,0,2.68,5.35,16.06,0,1.34,49.53,20.08,0,1.34,4.02,1.34,0,1.34,5.35,6.69,0,0,0,0
3Month,0,0.32,0.32,6.08,0,0,0,0,0.96,0.96,0,9.92,0.32,0.32,3.2,0.32,0.96,2.88,3.52,0,0.32,1.28,0.32,0.32,0,0,0.32,3.2,0,0,0,0,0.32,0.64,2.24
22Month,0,0,1.09,4.92,0,0,1.64,0.55,0,2.19,2.73,45.37,0.55,2.19,9.29,0.55,0,7.11,6.01,1.09,1.09,2.73,0,0.55,1.09,0,0,3.83,0,0,0,0,0,0,0
