stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,12.26,0,85.81,0,0,0,0,0,0,0,0,0,0,0,8.17,723.29,0,4.09,0,0,0,0,0,57.21,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,6.42,0,0,96.28,1.07,7.49,0,0,0,0,0,0,0,0,0,20.33,1596.13,2.14,16.05,0,0,1.07,0,71.68,27.81,0,0,14.98,1.07,0,1.07,0,0,0,0,0,0
21Day,5.35,0,2.68,425.65,1.34,20.08,0,0,0,1.34,0,4.02,0,5.35,1.34,33.46,820.52,2.68,20.08,0,0,9.37,0,20.08,9.37,0,0,4.02,5.35,0,2.68,2.68,5.35,0,0,0,2.68
3Month,0.96,2.56,0.32,398.66,0.32,0,0.32,0.64,0,10.56,2.56,13.44,4.48,0,9.92,91.19,10.88,1.28,4.48,0.64,0.64,2.56,0.32,7.36,0.32,0,1.28,0.32,4.16,5.12,0,0,0,0,0.64,2.24,5.44
22Month,0,1.09,1.09,176.57,0,0,1.09,0,0.55,8.2,4.37,20.77,1.09,2.19,2.19,23.51,0.55,3.28,5.47,0,0.55,0,0,3.83,0,1.09,0,0,0.55,2.73,0,0,0,0,0,0,1.09
