stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,8.17,0,118.51,0,0,0,0,0,0,0,12.26,0,0,0,0,4.09,8.17,4.09,106.25,0,0,0,0,24.52,204.32,0,0,0,32.69,0,0,0,0,4.09,0,0,0
72hpf,13.91,3.21,0,22.47,10.7,0,0,0,0,1.07,0,0,0,0,0,0,12.84,50.28,0,106.98,0,6.42,8.56,0,27.81,51.35,1.07,0,0,192.56,2.14,0,22.47,0,6.42,0,0,0
21Day,16.06,0,1.34,30.79,5.35,6.69,0,0,1.34,0,0,0,6.69,0,0,1.34,1.34,14.72,1.34,128.5,0,0,9.37,0,9.37,22.76,0,0,0,111.1,5.35,2.68,6.69,1.34,5.35,0,0,1.34
3Month,1.6,11.84,1.92,48.95,0.32,0,0.64,0.64,33.91,3.84,0.32,0,8.96,4.16,0.32,6.08,1.28,35.83,2.56,91.83,13.44,0,5.12,1.6,1.28,0.32,6.08,1.28,0,12.16,1.28,29.44,1.28,0,1.6,12.8,53.75,0.64
22Month,0,15.31,2.19,12.03,1.09,0,0,0,16.4,2.19,8.75,0,101.13,2.73,1.09,7.65,1.64,4.37,3.83,65.05,1.64,2.19,2.19,0,1.09,1.09,3.83,0.55,0.55,8.2,0.55,21.32,3.28,0,0,1.64,1.09,0.55
