stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,32.69,0,0,0,0,0,0,0,0,4.09,0,0,12.26,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,7.49,2.14,0,6.42,1206.72,0,18.19,0,0,0,0,1.07,0,0,4.28,2.14,6.42,0,0,0,28.88,4.28,0,0,13.91,0,0,2.14,1.07,1.07,0,0
21Day,6.69,0,0,4.02,1181.92,0,305.19,0,0,1.34,0,2.68,0,0,2.68,1.34,5.35,0,0,6.69,8.03,5.35,0,0,2.68,20.08,0,0,1.34,10.71,0,1.34
3Month,0.64,1.6,0,2.24,0,17.92,12.8,0.32,0.32,2.56,0.32,0,2.24,3.2,0.96,1.28,1.28,0.64,0,1.6,2.24,0,0.64,0.32,0.32,0.32,4.8,0,0,0,0.32,0
22Month,0,1.64,3.28,4.37,0,9.84,8.75,2.19,2.19,14.76,0.55,1.09,28.97,0.55,0,1.09,4.37,0,0.55,0.55,0.55,0,2.73,0,0,0,25.15,0.55,0.55,0,0,0
