stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,4.09,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,3.21,0,1.07,0,0,0,0,0,0,0,0,1.07,4.28,1.07,8.56,0,0,0,0,289.91,11.77,0,0,0,5.35,0,0,2.14,0,0,0
21Day,1.34,0,0,5.35,0,1.34,0,0,0,0,0,0,0,0,1.34,2.68,0,0,5.35,0,80.31,9.37,0,2.68,0,0,2.68,1.34,1.34,0,0,2.68
3Month,0,1.6,0.32,16.32,0,0.64,1.28,0.32,6.08,0.96,0.64,3.52,1.28,2.24,1.92,7.68,0.64,0,0.32,0.96,11.2,0.64,1.92,0,0,0,0,4.8,0,0,0.96,1.92
22Month,0,2.19,0.55,9.84,1.09,0.55,1.09,2.73,29.52,1.64,1.09,2.19,1.09,0,2.19,2.19,0,1.09,1.09,0,7.11,0,6.56,0.55,1.09,0,0.55,3.83,0,0.55,0,0.55
