stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,32.69,0,0,0,0,4.09,12.26,0,4.09,0,0,0,0,0,32.69,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,2.14,0,6.42,1.07,0,0,0,0,0,0,0,0,0,0,0,12.84,35.3,0,1.07,0,0,0,2.14,0,3.21,0,0,3.21,0,0,4.28,0,1.07,0,0,0
21Day,1.34,0,4.02,77.63,1.34,4.02,0,0,6.69,0,0,0,4.02,0,1.34,4.02,4.02,24.09,2.68,1.34,0,1.34,0,0,1.34,10.71,0,0,0,13.39,0,1.34,2.68,0,0,0,0
3Month,0.32,1.6,4.16,36.79,0.64,0,0.96,0.32,52.15,1.6,0.32,0,19.2,1.6,0,26.56,6.08,5.44,4.8,2.56,0.64,0.32,1.6,2.24,0.32,0.64,1.6,0.32,0,0.96,8.64,0.32,0,0,1.92,41.59,2.56
22Month,0,1.64,2.73,11.48,0.55,0,1.09,0,21.87,4.92,1.09,0,88.01,1.09,1.64,19.68,2.19,0.55,3.28,3.83,0,1.09,2.19,0.55,0.55,1.09,2.73,0,0,1.09,2.73,3.83,0,0.55,0,0,1.09
