stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,57.21,0,0,12.26,0,0,0,0,0,0,0,0,0,0,12.26,4.09,12.26,16.35,0,0,0,0,8.17,147.11,0,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,211.82,1.07,0,3.21,3.21,1.07,0,0,0,0,0,0,0,0,5.35,8.56,4.28,7.49,0,0,1.07,0,18.19,20.33,2.14,0,0,18.19,0,0,2.14,1.07,1.07,5.35,0,0,0
21Day,297.15,1.34,1.34,17.4,0,1.34,0,0,0,0,5.35,0,2.68,0,8.03,9.37,6.69,24.09,0,0,1.34,0,2.68,22.76,0,0,0,21.42,4.02,1.34,0,2.68,4.02,1.34,1.34,0,1.34
3Month,8,0.96,0.64,10.24,0.96,0,0.32,0.32,0.96,0,24.64,1.6,0.32,4.16,1.28,1.6,3.52,3.2,0.64,0,0,0.96,0.32,0,1.28,0.32,0,0.96,0.32,9.6,0,0,0,0,1.28,5.12,4.16
22Month,2.73,1.09,0.55,13.12,0,0,0,1.64,7.11,2.73,48.11,1.09,0.55,4.92,0,2.19,8.75,4.92,0,2.73,0,0.55,0,0,2.19,0,0.55,0.55,1.09,6.56,0,0,0,0,17.49,0,2.73
