stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,4.09,0,359.6,81.73,0,0,0,4.09,0,0,8.17,0,0,0,0,0,20.43,12.26,997.08,0,0,0,28.6,543.49,0,0,359.6,0,0,0,0,0,0,0,0,0
72hpf,616.2,89.86,0,334.84,155.12,14.98,0,2.14,0,0,0,1.07,0,0,1.07,0,10.7,92,1.07,406.52,0,6.42,0,123.03,113.4,17.12,1.07,366.94,1.07,0,10.7,1.07,0,1.07,0,0,0
21Day,214.17,100.39,0,508.64,53.54,29.45,0,4.02,0,1.34,1.34,0,4.02,0,6.69,2.68,9.37,44.17,8.03,539.43,0,12.05,0,34.8,20.08,21.42,1.34,174.01,26.77,2.68,4.02,4.02,12.05,4.02,0,0,1.34
3Month,4.48,157.74,0.96,194.21,16,0,0.64,0,1.28,2.24,1.28,0,9.28,2.24,0.64,6.72,3.84,79.35,4.16,24.64,0.64,3.84,0.32,0.64,0.96,7.04,0.64,0.64,2.56,5.76,0.32,0,0,0.96,12.16,7.68,1.92
22Month,2.19,114.25,0.55,36.08,8.2,0,1.09,0.55,0.55,6.56,0,0,15.31,2.19,0,4.92,1.64,6.56,2.19,10.39,0,2.19,0,0.55,0,9.29,1.64,0.55,0.55,9.29,0.55,0.55,0,0,1.09,0,1.09
