stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,93.99,8.17,0,277.88,0,0,0,4.09,0,0,4.09,0,40.86,0,0,0,0,24.52,81.73,69.47,269.7,0,4.09,0,4.09,179.8,1830.71,0,0,28.6,0,0,0,0,0,0,32.69,0,0,0
72hpf,101.63,53.49,0,149.77,27.81,72.75,0,8.56,0,0,4.28,1.07,0,4.28,0,5.35,1.07,97.35,430.06,26.74,382.99,0,41.72,16.05,12.84,2125.67,679.32,7.49,39.58,420.43,11.77,0,2.14,206.47,8.56,10.7,58.84,0,0,1.07
21Day,235.58,72.28,16.06,637.14,36.14,208.81,0,169.99,0,5.35,24.09,0,0,85.67,13.39,73.62,128.5,56.22,252.98,131.18,848.63,1.34,6.69,84.33,14.72,910.2,406.91,10.71,68.27,455.1,109.76,0,14.72,195.43,29.45,80.31,28.11,1.34,0,46.85
3Month,2.56,24.96,8,159.97,1.6,0,4.16,1.92,0.96,16.96,43.19,0.64,0,409.54,20.48,5.76,77.11,17.6,62.39,36.47,87.03,13.44,1.6,12.48,24.96,6.72,2.56,8,9.92,4.16,9.28,0.32,122.54,4.16,0.32,0,0.96,21.44,62.71,28.48
22Month,1.09,67.24,8.2,108.78,1.09,0,5.47,2.19,0.55,13.67,106.05,59.04,0,851.14,15.31,14.76,100.04,4.37,29.52,89.65,130.65,7.11,23.51,12.57,2.19,8.2,0.55,15.85,22.41,7.65,1.64,0,41.55,16.95,1.64,0,0,9.29,0,23.51
