stage,Cardiomyocyte,Epithelial_cell__Brain_,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Radial_glia,Retinal_cone_cell
72hpf,3.21,2.14,1.07,0,1.07,1.07,159.4,13.91,0,3.21,2.14,1.07
21Day,1.34,0,0,1.34,1.34,0,33.46,10.71,1.34,1.34,0,1.34
