stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03,0,0,0,0,0,0,0,0,1.34,0,0,0,1.34,0,0,1.34
3Month,0.32,1.92,1.28,20.16,1.28,0.64,0.64,3.2,6.08,0,55.35,7.36,1.6,8.96,1.92,7.04,5.44,9.92,2.56,0,2.88,1.92,0.64,1.92,0.96,0,1.6,3.52,8,0,0,2.24,2.88,8.32
22Month,0,10.39,5.47,19.68,0,1.64,1.09,4.92,21.32,10.39,387.03,14.21,9.29,29.52,0.55,6.56,18.04,32.25,1.64,4.92,3.28,0,0.55,2.73,3.28,1.64,1.64,0.55,6.01,1.64,0,1.64,0,5.47
