stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,20.43,183.89,0,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,18.19,1.07,0,18.19,0,14.98,0,0,0,2.14,0,1.07,0,0,0,0,3.21,39.58,6.42,37.44,0,2.14,1.07,0,2754.71,93.07,1.07,13.91,0,29.95,1.07,0,18.19,0,3.21,0,0,0
21Day,22.76,0,0,17.4,0,16.06,0,6.69,0,0,0,0,0,1.34,5.35,4.02,0,12.05,1.34,22.76,0,0,4.02,0,779.03,33.46,0,13.39,0,20.08,30.79,2.68,18.74,4.02,4.02,0,0,2.68
3Month,0,0.96,0.32,7.36,0.32,0,0.32,0,0.32,3.2,0,0,7.36,1.6,0.32,2.88,0.32,20.8,2.24,6.4,0.96,0,0,0.96,17.6,0,4.8,1.28,0,0,2.24,221.08,1.6,0,2.56,0.64,4.8,1.92
22Month,0,1.09,0,3.28,0,0,0,0,0,2.73,1.09,0,37.72,1.09,0.55,3.28,0,1.09,3.83,9.29,0,1.09,0,0,13.67,0.55,4.92,4.37,1.64,0,0.55,89.1,2.73,0,0.55,0,0,0.55
