stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,77.64,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,69.54,21.4,0,78.09,17.12,121.96,0,2.14,0,0,0,0,0,0,12.84,0,13.91,215.03,16.05,283.49,0,6.42,3.21,1.07,1587.57,427.92,12818.24,2.14,253.54,1.07,0,0,140.14,2.14,3.21,26.74,0,0,0
21Day,48.19,5.35,10.71,234.24,25.43,317.23,0,32.12,0,2.68,10.71,0,54.88,6.69,78.97,26.77,13.39,124.48,53.54,342.66,0,1.34,24.09,0,348.02,144.56,11061.64,34.8,174.01,179.36,0,1.34,44.17,21.42,629.11,16.06,0,0,74.96
3Month,2.24,12.48,56.31,208.29,1.28,0,3.52,2.56,0.96,23.04,83.51,1.28,610.14,231.64,4.16,273.56,10.56,54.71,40.31,161.25,31.36,4.8,26.56,129.58,10.24,2.88,12577.21,17.92,2.56,53.75,0.96,94.07,2.88,0,0,0.96,20.48,72.63,110.38
22Month,110.97,29.52,6.01,66.15,0,0,9.84,3.28,0,6.56,58.49,4.37,444.43,69.43,13.12,126.82,1.09,9.84,50.29,83.64,2.19,22.96,7.65,0.55,2.73,1.09,11756.9,3.83,2.73,4.92,0,55.76,2.73,1.64,0,1.09,1.09,0,57.95
