stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,0,0,0,0,0,0,0,0,0,0,5.35,2.14,1.07,1.07,0,1.07,0,6.42,2.14,1.07,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,1.34,1.34,0,0,0,0,0,0,0,0,0,0,1.34,0,1.34,2.68,0,0,0,2.68,1.34,0,0,0,0,0,0,0,0,0,0,0,1.34
3Month,0,0.96,4.8,17.28,0.32,0,0.64,1.6,1.92,0,83.19,4.48,0.32,4.16,81.59,1.28,3.84,2.88,0.64,0,0.64,159.97,0,0,2.24,0.32,0,0.32,2.24,14.72,0,0.96,2.24,12.16,1.92
22Month,0,1.64,3.83,10.39,0,0.55,0.55,0,3.83,2.73,95.66,2.19,0.55,6.56,22.41,0,3.83,7.65,0,3.28,1.09,13.12,0,0,2.19,0.55,103.32,0,0.55,11.48,1.09,0,0,0,0.55
