stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,4.09,0,0,0,0,32.69,44.95,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,90.93,21.4,0,387.26,17.12,126.24,0,2.14,0,0,2.14,0,0,1.07,0,4.28,2.14,49.21,20881.25,13.91,177.59,0,2.14,5.35,0,1048.4,466.43,3.21,3.21,207.54,2.14,0,0,74.89,3.21,1.07,6.42,0,0,1.07
21Day,20.08,0,0,1026.65,4.02,10.71,0,1.34,0,0,0,0,0,1.34,1.34,13.39,8.03,50.86,257,2.68,30.79,0,1.34,1.34,2.68,30.79,18.74,0,1.34,5.35,8.03,0,0,1.34,1.34,4.02,5.35,0,0,2.68
3Month,1.92,4.48,1.28,1259,0,0,2.56,0.64,0.32,6.72,12.48,0,0,33.27,17.92,0.64,27.52,128.94,23.36,10.24,11.84,0.64,0,1.6,6.08,0,0.64,1.28,0,0,16.96,0.32,17.92,0.64,0,0,0,191.01,12.16,11.2
22Month,0,6.01,1.64,245.45,0,0,1.09,0,0,0,4.92,1.09,0,18.04,1.64,0.55,3.83,8.2,6.01,1.09,3.28,0,0.55,1.09,0,1.09,0,1.64,0.55,0.55,0.55,0,1.64,0,0.55,0,0,0,0,0
