stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,7.49,0,0,0,0,0,0,1.07,0,0,0,0
21Day,1.34,1.34,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,4.02,0,0,0,0,13.39,1.34,0,0,0,0,0,0,0,0,0,0
3Month,0,0.32,1.92,8.96,0,0.96,0,1.6,0,9.28,3.2,0.96,1.6,0.64,0.96,0.64,2.24,0.32,0,0,0.64,0,0,0,0.32,0,0.64,0.96,0,0,0.96,0.64,3.52
22Month,0,3.28,0,15.31,0,0,3.83,13.12,5.47,92.93,22.96,2.73,12.03,0,7.11,0,6.01,0,4.37,1.09,2.19,0.55,0,0.55,3.28,0.55,0,0.55,0.55,0.55,0,0,1.64
